CPU,Memory,Disk,Network,Processes,Platform
0.9,63.4,65.6,"(180488326, 729332623)","['System Idle Process', 'System', '', 'Registry', 'smss.exe', 'atiesrxx.exe', 'csrss.exe', 'AMDRSSrcExt.exe', 'wininit.exe', 'amdfendrsr.exe', 'services.exe', 'LsaIso.exe', 'lsass.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'fontdrvhost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'python.exe', 'AsusCertService.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'RuntimeBroker.exe', 'Code.exe', 'NVDisplay.Container.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'SonicStudio3.exe', 'svchost.exe', 'dasHost.exe', 'svchost.exe', 'Postman.exe', 'svchost.exe', 'svchost.exe', 'ai.exe', 'msedgewebview2.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'MemCompression', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'svchost.exe', 'ai.exe', 'servicehost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'WmiPrvSE.exe', 'AsusOptimizationStartupTask.exe', 'Postman.exe', 'svchost.exe', 'svchost.exe', 'Code.exe', 'svchost.exe', 'svchost.exe', 'asus_framework.exe', 'Code.exe', 'svchost.exe', 'msedgewebview2.exe', 'svchost.exe', 'svchost.exe', 'AsusOptimization.exe', 'svchost.exe', 'spoolsv.exe', 'gamingservicesnet.exe', 'svchost.exe', 'svchost.exe', 'AsusAppService.exe', 'AsusSwitch.exe', 'ArmouryCrateControlInterface.exe', 'ArmouryCrate.Service.exe', 'AsusSoftwareManager.exe', 'svchost.exe', 'horizon_client_service.exe', 'svchost.exe', 'AsusSystemAnalysis.exe', 'GlHubFltService.exe', 'AuraWallpaperService.exe', 'InputMapperCerberusWhitelister.exe', 'svchost.exe', 'AsusSystemDiagnosis.exe', 'RefreshRateService.exe', 'svchost.exe', 'ROGLiveService.exe', 'RtkAudUService64.exe', 'ftnlsv.exe', 'vmnetdhcp.exe', 'svchost.exe', 'vmware-authd.exe', 'GameSDK.exe', 'svchost.exe', 'vmwsprrdpwks.exe', 'ftscanmgrhv.exe', 'svchost.exe', 'vmnat.exe', 'vmware-usbarbitrator64.exe', 'MsMpEng.exe', 'nvcontainer.exe', 'wslservice.exe', 'OfficeClickToRun.exe', 'NahimicService.exe', 'LightingService.exe', 'svchost.exe', 'HPPrintScanDoctorService.exe', 'mysqld.exe', 'svchost.exe', 'wlanext.exe', 'IDMMsgHost.exe', 'conhost.exe', 'gamingservices.exe', 'conhost.exe', 'msedge.exe', 'Code.exe', 'WindowsTerminal.exe', 'conhost.exe', 'GPUPowerSavingTrayIcon.exe', 'NVIDIA Web Helper.exe', 'svchost.exe', 'RuntimeBroker.exe', 'svchost.exe', 'Intel_PIE_Service.exe', 'svchost.exe', 'svchost.exe', 'ArmourySwAgent.exe', 'msedge.exe', 'svchost.exe', 'svchost.exe', 'ApplicationFrameHost.exe', 'AggregatorHost.exe', 'conhost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'msedge.exe', 'svchost.exe', 'svchost.exe', 'taskhostw.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'httpd.exe', 'svchost.exe', 'esbuild.exe', 'msedge.exe', 'SearchIndexer.exe', 'svchost.exe', 'cmd.exe', 'svchost.exe', 'conhost.exe', 'RuntimeBroker.exe', 'svchost.exe', 'svchost.exe', 'Code.exe', 'Code.exe', 'Widgets.exe', 'svchost.exe', 'msedgewebview2.exe', 'audiodg.exe', 'Code.exe', 'Discord.exe', 'MicrosoftSecurityApp.exe', 'unsecapp.exe', 'NisSrv.exe', 'IntelUnison.exe', 'svchost.exe', 'AsusSoftwareManagerAgent.exe', 'mysqld.exe', 'Code.exe', 'asusns.exe', 'RuntimeBroker.exe', 'StartMenuExperienceHost.exe', 'msedge.exe', 'Postman.exe', 'RuntimeBroker.exe', 'httpd.exe', 'msedgewebview2.exe', 'Code.exe', 'Code.exe', 'AutoConnectHelper.exe', 'AcPowerNotification.exe', 'svchost.exe', 'Discord.exe', 'nvcontainer.exe', 'svchost.exe', 'RuntimeBroker.exe', 'msedge.exe', 'svchost.exe', 'msedge.exe', 'cmd.exe', 'onenoteim.exe', 'RadeonSoftware.exe', 'svchost.exe', 'uihost.exe', 'OUTLOOK.EXE', 'dasHost.exe', 'ai.exe', 'cmd.exe', 'Code.exe', 'msedge.exe', 'ArmouryCrate.exe', 'Code.exe', 'LocationNotificationWindows.exe', 'msedgewebview2.exe', 'SystemSettings.exe', 'Code.exe', 'WINWORD.EXE', 'AMDRSServ.exe', 'powershell.exe', 'Code.exe', 'svchost.exe', 'msedge.exe', 'svchost.exe', 'conhost.exe', 'WhatsApp.exe', 'Code.exe', 'svchost.exe', 'ACCIMonitor.exe', 'svchost.exe', 'msedge.exe', 'Discord.exe', 'WidgetService.exe', 'RuntimeBroker.exe', 'asus_framework.exe', 'NahimicSvc32.exe', 'msedge.exe', 'OpenConsole.exe', 'node.exe', 'ArmourySocketServer.exe', 'svchost.exe', 'msedgewebview2.exe', 'msedgewebview2.exe', 'dllhost.exe', 'mysqld.exe', 'svchost.exe', 'atieclxx.exe', 'SecurityHealthService.exe', 'Code.exe', 'svchost.exe', 'svchost.exe', 'RuntimeBroker.exe', 'wampmanager.exe', 'RuntimeBroker.exe', 'dwm.exe', 'msedgewebview2.exe', 'msedge.exe', 'cncmd.exe', 'msedge.exe', 'backgroundTaskHost.exe', 'svchost.exe', 'msedgewebview2.exe', 'conhost.exe', 'msedge.exe', 'msedge.exe', 'RtkAudUService64.exe', 'explorer.exe', 'NVDisplay.Container.exe', 'msedge.exe', 'cmd.exe', 'powershell.exe', 'msedge.exe', 'csrss.exe', 'sihost.exe', 'cmd.exe', 'fontdrvhost.exe', 'smartscreen.exe', 'dllhost.exe', 'SearchHost.exe', 'msedge.exe', 'ShellExperienceHost.exe', 'msedge.exe', 'msedge.exe', 'Postman.exe', 'Discord.exe', 'NahimicSvc64.exe', 'msedgewebview2.exe', 'msedgewebview2.exe', 'msedgewebview2.exe', 'node.exe', 'Code.exe', 'svchost.exe', 'msedge.exe', 'RuntimeBroker.exe', 'ctfmon.exe', 'TextInputHost.exe', 'conhost.exe', 'Code.exe', 'msedgewebview2.exe', 'conhost.exe', 'Grammarly.Desktop.exe', 'CPUMetricsServer.exe', 'winlogon.exe', 'msedgewebview2.exe', 'Code.exe', 'RuntimeBroker.exe', 'Postman.exe', 'msedge.exe', 'AsusOSD.exe', 'IDMan.exe', 'Code.exe', 'msedge.exe', 'msedge.exe', 'svchost.exe', 'svchost.exe', 'Discord.exe', 'msedge.exe', 'IntelUnisonClient.exe', 'ArmouryCrate.UserSessionHelper.exe', 'UserOOBEBroker.exe', 'Code.exe', 'RtkAudUService64.exe', 'Discord.exe', 'IEMonitor.exe', 'IDMIntegrator64.exe']",Windows-10-10.0.22631-SP0
CPU,Memory,Disk,Network,Processes,Platform
1.5,63.4,65.6,"(180504143, 729341444)","['System Idle Process', 'System', '', 'Registry', 'smss.exe', 'atiesrxx.exe', 'csrss.exe', 'AMDRSSrcExt.exe', 'wininit.exe', 'amdfendrsr.exe', 'services.exe', 'LsaIso.exe', 'lsass.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'fontdrvhost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'python.exe', 'AsusCertService.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'RuntimeBroker.exe', 'Code.exe', 'NVDisplay.Container.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'SonicStudio3.exe', 'svchost.exe', 'dasHost.exe', 'svchost.exe', 'Postman.exe', 'svchost.exe', 'svchost.exe', 'ai.exe', 'msedgewebview2.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'MemCompression', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'svchost.exe', 'ai.exe', 'servicehost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'WmiPrvSE.exe', 'AsusOptimizationStartupTask.exe', 'Postman.exe', 'svchost.exe', 'svchost.exe', 'Code.exe', 'svchost.exe', 'svchost.exe', 'asus_framework.exe', 'Code.exe', 'svchost.exe', 'msedgewebview2.exe', 'svchost.exe', 'svchost.exe', 'AsusOptimization.exe', 'svchost.exe', 'spoolsv.exe', 'gamingservicesnet.exe', 'svchost.exe', 'svchost.exe', 'AsusAppService.exe', 'AsusSwitch.exe', 'ArmouryCrateControlInterface.exe', 'ArmouryCrate.Service.exe', 'AsusSoftwareManager.exe', 'svchost.exe', 'horizon_client_service.exe', 'svchost.exe', 'AsusSystemAnalysis.exe', 'GlHubFltService.exe', 'AuraWallpaperService.exe', 'InputMapperCerberusWhitelister.exe', 'svchost.exe', 'AsusSystemDiagnosis.exe', 'RefreshRateService.exe', 'svchost.exe', 'ROGLiveService.exe', 'RtkAudUService64.exe', 'ftnlsv.exe', 'vmnetdhcp.exe', 'svchost.exe', 'vmware-authd.exe', 'GameSDK.exe', 'svchost.exe', 'vmwsprrdpwks.exe', 'ftscanmgrhv.exe', 'svchost.exe', 'vmnat.exe', 'vmware-usbarbitrator64.exe', 'MsMpEng.exe', 'nvcontainer.exe', 'wslservice.exe', 'OfficeClickToRun.exe', 'NahimicService.exe', 'LightingService.exe', 'svchost.exe', 'HPPrintScanDoctorService.exe', 'mysqld.exe', 'svchost.exe', 'wlanext.exe', 'IDMMsgHost.exe', 'conhost.exe', 'gamingservices.exe', 'conhost.exe', 'msedge.exe', 'Code.exe', 'WindowsTerminal.exe', 'conhost.exe', 'GPUPowerSavingTrayIcon.exe', 'NVIDIA Web Helper.exe', 'svchost.exe', 'RuntimeBroker.exe', 'svchost.exe', 'Intel_PIE_Service.exe', 'svchost.exe', 'svchost.exe', 'ArmourySwAgent.exe', 'msedge.exe', 'svchost.exe', 'svchost.exe', 'ApplicationFrameHost.exe', 'AggregatorHost.exe', 'conhost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'msedge.exe', 'svchost.exe', 'svchost.exe', 'taskhostw.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'httpd.exe', 'svchost.exe', 'esbuild.exe', 'msedge.exe', 'SearchIndexer.exe', 'svchost.exe', 'cmd.exe', 'svchost.exe', 'conhost.exe', 'RuntimeBroker.exe', 'svchost.exe', 'svchost.exe', 'Code.exe', 'Code.exe', 'Widgets.exe', 'svchost.exe', 'msedgewebview2.exe', 'audiodg.exe', 'Code.exe', 'Discord.exe', 'MicrosoftSecurityApp.exe', 'unsecapp.exe', 'NisSrv.exe', 'IntelUnison.exe', 'svchost.exe', 'AsusSoftwareManagerAgent.exe', 'mysqld.exe', 'Code.exe', 'asusns.exe', 'RuntimeBroker.exe', 'StartMenuExperienceHost.exe', 'msedge.exe', 'Postman.exe', 'RuntimeBroker.exe', 'httpd.exe', 'msedgewebview2.exe', 'Code.exe', 'Code.exe', 'AutoConnectHelper.exe', 'AcPowerNotification.exe', 'svchost.exe', 'Discord.exe', 'nvcontainer.exe', 'svchost.exe', 'RuntimeBroker.exe', 'msedge.exe', 'svchost.exe', 'msedge.exe', 'cmd.exe', 'onenoteim.exe', 'RadeonSoftware.exe', 'svchost.exe', 'uihost.exe', 'OUTLOOK.EXE', 'dasHost.exe', 'ai.exe', 'cmd.exe', 'Code.exe', 'msedge.exe', 'ArmouryCrate.exe', 'Code.exe', 'LocationNotificationWindows.exe', 'msedgewebview2.exe', 'SystemSettings.exe', 'Code.exe', 'WINWORD.EXE', 'AMDRSServ.exe', 'powershell.exe', 'Code.exe', 'svchost.exe', 'msedge.exe', 'svchost.exe', 'conhost.exe', 'WhatsApp.exe', 'Code.exe', 'svchost.exe', 'ACCIMonitor.exe', 'svchost.exe', 'msedge.exe', 'Discord.exe', 'WidgetService.exe', 'RuntimeBroker.exe', 'asus_framework.exe', 'NahimicSvc32.exe', 'msedge.exe', 'OpenConsole.exe', 'node.exe', 'ArmourySocketServer.exe', 'svchost.exe', 'msedgewebview2.exe', 'msedgewebview2.exe', 'dllhost.exe', 'mysqld.exe', 'svchost.exe', 'atieclxx.exe', 'SecurityHealthService.exe', 'Code.exe', 'svchost.exe', 'svchost.exe', 'RuntimeBroker.exe', 'wampmanager.exe', 'RuntimeBroker.exe', 'dwm.exe', 'msedgewebview2.exe', 'msedge.exe', 'cncmd.exe', 'msedge.exe', 'backgroundTaskHost.exe', 'svchost.exe', 'msedgewebview2.exe', 'conhost.exe', 'msedge.exe', 'msedge.exe', 'RtkAudUService64.exe', 'explorer.exe', 'NVDisplay.Container.exe', 'msedge.exe', 'cmd.exe', 'powershell.exe', 'msedge.exe', 'csrss.exe', 'sihost.exe', 'cmd.exe', 'fontdrvhost.exe', 'smartscreen.exe', 'dllhost.exe', 'SearchHost.exe', 'msedge.exe', 'ShellExperienceHost.exe', 'msedge.exe', 'msedge.exe', 'Postman.exe', 'Discord.exe', 'NahimicSvc64.exe', 'msedgewebview2.exe', 'msedgewebview2.exe', 'msedgewebview2.exe', 'node.exe', 'Code.exe', 'svchost.exe', 'msedge.exe', 'RuntimeBroker.exe', 'ctfmon.exe', 'TextInputHost.exe', 'conhost.exe', 'Code.exe', 'msedgewebview2.exe', 'conhost.exe', 'Grammarly.Desktop.exe', 'CPUMetricsServer.exe', 'winlogon.exe', 'msedgewebview2.exe', 'Code.exe', 'RuntimeBroker.exe', 'Postman.exe', 'msedge.exe', 'AsusOSD.exe', 'IDMan.exe', 'Code.exe', 'msedge.exe', 'msedge.exe', 'svchost.exe', 'svchost.exe', 'Discord.exe', 'msedge.exe', 'IntelUnisonClient.exe', 'ArmouryCrate.UserSessionHelper.exe', 'UserOOBEBroker.exe', 'Code.exe', 'RtkAudUService64.exe', 'Discord.exe', 'IEMonitor.exe', 'IDMIntegrator64.exe']",Windows-10-10.0.22631-SP0
CPU,Memory,Disk,Network,Processes,Platform
1.8,63.7,65.6,"(180542739, 729411339)","['System Idle Process', 'System', '', 'Registry', 'smss.exe', 'atiesrxx.exe', 'csrss.exe', 'AMDRSSrcExt.exe', 'wininit.exe', 'amdfendrsr.exe', 'services.exe', 'LsaIso.exe', 'lsass.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'fontdrvhost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'python.exe', 'AsusCertService.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'RuntimeBroker.exe', 'Code.exe', 'NVDisplay.Container.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'SonicStudio3.exe', 'svchost.exe', 'dasHost.exe', 'svchost.exe', 'Postman.exe', 'svchost.exe', 'svchost.exe', 'ai.exe', 'msedgewebview2.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'MemCompression', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'svchost.exe', 'ai.exe', 'servicehost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'WmiPrvSE.exe', 'AsusOptimizationStartupTask.exe', 'Postman.exe', 'svchost.exe', 'svchost.exe', 'Code.exe', 'svchost.exe', 'svchost.exe', 'asus_framework.exe', 'Code.exe', 'svchost.exe', 'msedgewebview2.exe', 'svchost.exe', 'svchost.exe', 'AsusOptimization.exe', 'svchost.exe', 'spoolsv.exe', 'gamingservicesnet.exe', 'svchost.exe', 'svchost.exe', 'AsusAppService.exe', 'AsusSwitch.exe', 'ArmouryCrateControlInterface.exe', 'ArmouryCrate.Service.exe', 'AsusSoftwareManager.exe', 'svchost.exe', 'horizon_client_service.exe', 'svchost.exe', 'AsusSystemAnalysis.exe', 'GlHubFltService.exe', 'AuraWallpaperService.exe', 'InputMapperCerberusWhitelister.exe', 'svchost.exe', 'AsusSystemDiagnosis.exe', 'RefreshRateService.exe', 'svchost.exe', 'ROGLiveService.exe', 'RtkAudUService64.exe', 'ftnlsv.exe', 'vmnetdhcp.exe', 'svchost.exe', 'vmware-authd.exe', 'GameSDK.exe', 'svchost.exe', 'vmwsprrdpwks.exe', 'ftscanmgrhv.exe', 'svchost.exe', 'vmnat.exe', 'vmware-usbarbitrator64.exe', 'MsMpEng.exe', 'nvcontainer.exe', 'wslservice.exe', 'OfficeClickToRun.exe', 'NahimicService.exe', 'LightingService.exe', 'svchost.exe', 'HPPrintScanDoctorService.exe', 'mysqld.exe', 'svchost.exe', 'wlanext.exe', 'IDMMsgHost.exe', 'conhost.exe', 'gamingservices.exe', 'conhost.exe', 'msedge.exe', 'Code.exe', 'WindowsTerminal.exe', 'conhost.exe', 'GPUPowerSavingTrayIcon.exe', 'NVIDIA Web Helper.exe', 'svchost.exe', 'RuntimeBroker.exe', 'svchost.exe', 'Intel_PIE_Service.exe', 'svchost.exe', 'svchost.exe', 'ArmourySwAgent.exe', 'msedge.exe', 'svchost.exe', 'svchost.exe', 'ApplicationFrameHost.exe', 'AggregatorHost.exe', 'conhost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'msedge.exe', 'svchost.exe', 'svchost.exe', 'taskhostw.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'svchost.exe', 'msedgewebview2.exe', 'httpd.exe', 'svchost.exe', 'esbuild.exe', 'msedge.exe', 'SearchIndexer.exe', 'svchost.exe', 'cmd.exe', 'svchost.exe', 'conhost.exe', 'RuntimeBroker.exe', 'svchost.exe', 'svchost.exe', 'Code.exe', 'Code.exe', 'Widgets.exe', 'svchost.exe', 'msedgewebview2.exe', 'audiodg.exe', 'Code.exe', 'Discord.exe', 'MicrosoftSecurityApp.exe', 'unsecapp.exe', 'NisSrv.exe', 'IntelUnison.exe', 'svchost.exe', 'AsusSoftwareManagerAgent.exe', 'mysqld.exe', 'Code.exe', 'asusns.exe', 'RuntimeBroker.exe', 'StartMenuExperienceHost.exe', 'msedge.exe', 'Postman.exe', 'RuntimeBroker.exe', 'httpd.exe', 'msedgewebview2.exe', 'Code.exe', 'Code.exe', 'AutoConnectHelper.exe', 'AcPowerNotification.exe', 'svchost.exe', 'Discord.exe', 'nvcontainer.exe', 'svchost.exe', 'RuntimeBroker.exe', 'msedge.exe', 'svchost.exe', 'msedge.exe', 'cmd.exe', 'onenoteim.exe', 'RadeonSoftware.exe', 'svchost.exe', 'uihost.exe', 'OUTLOOK.EXE', 'dasHost.exe', 'ai.exe', 'cmd.exe', 'Code.exe', 'msedge.exe', 'ArmouryCrate.exe', 'Code.exe', 'LocationNotificationWindows.exe', 'msedgewebview2.exe', 'SystemSettings.exe', 'Code.exe', 'WINWORD.EXE', 'AMDRSServ.exe', 'powershell.exe', 'Code.exe', 'svchost.exe', 'msedge.exe', 'svchost.exe', 'conhost.exe', 'WhatsApp.exe', 'Code.exe', 'svchost.exe', 'ACCIMonitor.exe', 'svchost.exe', 'msedge.exe', 'Discord.exe', 'WidgetService.exe', 'RuntimeBroker.exe', 'asus_framework.exe', 'NahimicSvc32.exe', 'msedge.exe', 'OpenConsole.exe', 'node.exe', 'ArmourySocketServer.exe', 'svchost.exe', 'msedgewebview2.exe', 'svchost.exe', 'msedgewebview2.exe', 'dllhost.exe', 'mysqld.exe', 'svchost.exe', 'atieclxx.exe', 'SecurityHealthService.exe', 'Code.exe', 'svchost.exe', 'svchost.exe', 'RuntimeBroker.exe', 'wampmanager.exe', 'RuntimeBroker.exe', 'dwm.exe', 'msedgewebview2.exe', 'msedge.exe', 'cncmd.exe', 'msedge.exe', 'backgroundTaskHost.exe', 'svchost.exe', 'msedgewebview2.exe', 'conhost.exe', 'msedge.exe', 'msedge.exe', 'RtkAudUService64.exe', 'explorer.exe', 'NVDisplay.Container.exe', 'msedge.exe', 'cmd.exe', 'powershell.exe', 'msedge.exe', 'csrss.exe', 'sihost.exe', 'cmd.exe', 'fontdrvhost.exe', 'smartscreen.exe', 'dllhost.exe', 'SearchHost.exe', 'msedge.exe', 'ShellExperienceHost.exe', 'msedge.exe', 'msedge.exe', 'Postman.exe', 'Discord.exe', 'NahimicSvc64.exe', 'msedgewebview2.exe', 'msedgewebview2.exe', 'msedgewebview2.exe', 'node.exe', 'Code.exe', 'msedge.exe', 'RuntimeBroker.exe', 'ctfmon.exe', 'TextInputHost.exe', 'conhost.exe', 'Code.exe', 'msedgewebview2.exe', 'conhost.exe', 'Grammarly.Desktop.exe', 'CPUMetricsServer.exe', 'winlogon.exe', 'msedgewebview2.exe', 'Code.exe', 'RuntimeBroker.exe', 'Postman.exe', 'msedge.exe', 'AsusOSD.exe', 'IDMan.exe', 'identity_helper.exe', 'Code.exe', 'msedge.exe', 'msedge.exe', 'svchost.exe', 'svchost.exe', 'Discord.exe', 'msedge.exe', 'IntelUnisonClient.exe', 'ArmouryCrate.UserSessionHelper.exe', 'UserOOBEBroker.exe', 'Code.exe', 'backgroundTaskHost.exe', 'RtkAudUService64.exe', 'Discord.exe', 'IEMonitor.exe', 'IDMIntegrator64.exe']",Windows-10-10.0.22631-SP0
CPU,Memory,Disk,Network,Processes,Platform
